SORT;THEMA;Variabele;Label;Definitie;Bron;Peildatum;Verschijningsfrequentie
5331;Welzijn en zorg;WZrook_p;% Rokers;Aandeel Amsterdammers van 19 jaar of ouder dat rookt. Een roker is iemand die (wel eens) rookt, ongeacht de frequentie van roken, de hoeveelheid die hij/zij rookt en de soort rookwaar.;Amsterdamse Gezondheidsmonitor GGD;nvt;Een keer in de vier jaar (2012)
5341;Welzijn en zorg;Wzalc_p;% Zwaar / overmatig alcoholgebruik;Aandeel Amsterdammers van 19 jaar of ouder met zwaar of overmatig alcoholgebruik. Overmatig alcoholgebruik is voor mannen meer dan 21 glazen per week  en voor vrouwen meer dan 14 glazen per week. Zwaar alcoholgebruik is minimaal 1x per week 6 glazen op een dag.;Amsterdamse Gezondheidsmonitor GGD;nvt;Een keer in de vier jaar (2012)
5351;Welzijn en zorg;WZzwaar_p;% Overgewicht of obesitas (volwassenen);Aandeel volwassenen met overgewicht, oftewel een BMI tussen 25 en 30, of obesitas (BMI van 30 of meer).;Amsterdamse Gezondheidsmonitor GGD;nvt;Een keer in de vier jaar (2012)
5361;Welzijn en zorg;WZbeweeg_p;% Voldoet aan beweegnorm;Aandeel volwassenen dat aan de beweegnorm voldoet, oftewel, dagelijks minstens half uur minimaal matig intensieve lichamelijke activiteit  verricht op minimaal 5 dagen per week. ;Amsterdamse Gezondheidsmonitor GGD;nvt;Een keer in de vier jaar (2012)
5371;Welzijn en zorg;WZzorgvoorzieningen_r;Aanbod zorgvoorzieningen (rapportcijfer);"Gemiddeld rapportcijfer dat bewoners geven als antwoord op de vraag: Wat vindt u van het aanbod van zorgvoorzieningen (zoals huisarts) in uw buurt? (1=ruim onvoldoende, 10= ruim voldoende).

Er wordt alleen gerapporteerd over gebieden met minstens 50 respondenten. ";Wonen in Amsterdam ;nvt;1 keer in de twee jaar in de oneven jaren
5381;Welzijn en zorg;WZzorgvoorz65_r;Aanbod zorgvoorzieningen 65+ (rapportcijfer);"Gemiddeld rapportcijfer dat bewoners van 65 jaar of ouder geven als antwoord op de vraag: Wat vindt u van het aanbod van zorgvoorzieningen (zoals huisarts) in uw buurt? (1=ruim onvoldoende, 10= ruim voldoende).

Er wordt alleen gerapporteerd over gebieden met minstens 50 respondenten. ";Wonen in Amsterdam ;nvt;1 keer in de twee jaar in de oneven jaren
5391;Welzijn en zorg;WZbuurthuizen_r;Aanbod buurthuizen en wijkcentra (rapportcijfer);"Gemiddeld rapportcijfer dat bewoners geven als antwoord op de vraag: Wat vindt u van het aanbod van buurthuizen/wijkcentra in uw buurt? (1=ruim onvoldoende, 10= ruim voldoende).

Er wordt alleen gerapporteerd over gebieden met minstens 50 respondenten. ";Wonen in Amsterdam;nvt;1 keer in de twee jaar in de oneven jaren
5401;Welzijn en zorg;WZbuurthuizen65_r;Aanbod buurthuizen en wijkcentra 65+ (rapportcijfer);"Gemiddeld rapportcijfer dat bewoners van 65 jaar en ouder geven als antwoord op de vraag: Wat vindt u van het aanbod van buurthuizen/wijkcentra in uw buurt? (1=ruim onvoldoende, 10= ruim voldoende).

Er wordt alleen gerapporteerd over gebieden met minstens 50 respondenten. ";Wonen in Amsterdam;nvt;1 keer in de twee jaar in de oneven jaren
5411;Welzijn en zorg;WZgezond;Voorzieningen gezondheidszorg;"Aantal in het ARRA geregistreerde voorzieningen gezondheidszorg (SBI 86).

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
5421;Welzijn en zorg;WZgezond_1000inw;Voorzieningen gezondheidszorg per 1.000 inwoners;"Aantal in het ARRA gergistreerde voorzieningen gezondheidszorg (SBI-code 86) per 1.000 inwoners. 

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
5431;Welzijn en zorg;WZwelzijn;Welzijnsvoorzieningen;"Aantal in het ARRA geregistreerde welzijnsvoorzieningen met de SBI-codes 87 en 88, oftewel Verpleging, verzorging en begeleiding met overnachting en Maatschappelijke dienstverlening zonder overnachting.

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
5441;Welzijn en zorg;WZwelzijn_1000inw;Welzijnsvoorzieningen per 1.000 inwoners;"Aantal in het ARRA geregistreerde welzijnsvoorzieningen per 1.000 inwoners. Het gaat om vestigingen  met de SBI-codes 87 en 88, oftewel Verpleging, verzorging en begeleiding met overnachting en Maatschappelijke dienstverlening zonder overnachting.

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
5451;Welzijn en zorg;WZ_KDV;Kindplaatsen kinderdagverblijven;Aantal kindplaatsen in kinderdagverblijven (KDV) voor kinderen van 0 tot 4 jaar. De kindplaatsen hoeven niet bezet te zijn.;Landelijk register kinderopvang;1  januari;1 keer per jaar
5461;Welzijn en zorg;WZ_BSO;Kindplaatsen buitenschoolse opvang;Aantal kindplaatsen in de buitenschoolse opvang (BSO) voor kinderen van 4 tot 12 jaar. De kindplaatsen hoeven niet bezet te zijn.;Landelijk register kinderopvang;1  januari;1 keer per jaar
5471;Welzijn en zorg;WZzwaar10_p;% Overgewicht of obesitas (10-jarigen);Aandeel 10-jarigen met overgewicht (BMI tussen 25 en 30) of obesitas (BMI van 30 of meer).;Amsterdamse Gezondheidsmonitor GGD;nvt;1 keer per jaar
5481;Welzijn en zorg;WZstijlVO4_p;Middelengebruik vierdeklassers;Aandeel 4e klassers in het voortgezet onderwijs dat wekelijks rookt en/of recent alcohol heeft  gedronken en/of recent cannabis heeft gebruikt. Recent betekent hier in de afgelopen 4 weken.;GGD Amsterdam;jaarcijfer;1 keer per jaar
5491;Welzijn en zorg;WZrookVO4_p;% Rokers (4e klas VO);Aandeel 4e klassers in het voortgezet onderwijs dat wekelijks rookt. ;GGD Amsterdam;jaarcijfer;1 keer per jaar
5501;Welzijn en zorg;WZcannaVO4_p;% Cannabis (4e klas VO);Aandeel 4e klassers in het voortgezet onderwijs dat in de afgelopen vier weken cannabis heeft gebruikt. ;GGD Amsterdam;jaarcijfer;1 keer per jaar
5511;Welzijn en zorg;WZalcoVO4_p;% Alcohol (4e klas VO);Aandeel 4e klassers in het voortgezet onderwijs dat in de afgelopen vier weken alcohol heeft gedronken. ;GGD Amsterdam;jaarcijfer;1 keer per jaar
5521;Welzijn en zorg;OSDQ10_p;% (Matig) verhoogd SDQ (10-jarigen);"Percentage 10-jarigen met een verhoogde kans op sociaal-emotionele problemen. De Strengths and Difficulties Questionnaire (SDQ) is een vragenlijst om de sociaal-emotionele
gezondheid van kinderen en jongeren te meten. Zowel sociaal-emotionele problemen als de sterke kanten van een kind worden in kaart gebracht. 

De vragenlijst is ingevuld door de ouders van de kinderen.  De cijfers hebben betrekking op de woonbuurt van de kinderen.";GGD Amsterdam;jaarcijfer;1 keer per jaar
5531;Welzijn en zorg;OSDQVO2_p;%(Matig) verhoogd SDQ (2e klas VO);"Percentage van leerlingen uit de tweede klas van het voortgezet onderwijs met een verhoogde kans op sociaal-emotionele problemen. De Strengths and Difficulties Questionnaire (SDQ) is een vragenlijst om de sociaal-emotionele
gezondheid van kinderen en jongeren te meten. Zowel sociaal-emotionele problemen als de sterke kanten van een kind worden in kaart gebracht. 

De vragenlijst is ingevuld door de jongeren zelf.  De cijfers hebben betrekking op de woonbuurt van de jongeren.";GGD Amsterdam;jaarcijfer;1 keer per jaar
5541;Welzijn en zorg;Wzouderpsy_p;% ouder(s) psychische problemen (10-jarigen);Percentage 10-jarigen dat opgroeit in een gezin met minimaal 1 ouder/verzorger met een (ernstig) psychisch probleem;Jeugdgezondheidsmonitor Amsterdam - GGD Amsterdam ;;1 keer per jaar
5551;Welzijn en zorg;Wzongewenst_p;% Ongewenst seksuele ervaring (4e klas VO);Percentage 4de klassers dat een ongewenste seksuele ervaring heeft gehad.;Jeugdgezondheidsmonitor Amsterdam - GGD Amsterdam ;;1 keer per jaar
5561;Welzijn en zorg;Wzcondo_p;% Niet altijd condoom (4e klas VO);Percentage 4de klassers dat bij geslachtsgemeenschap niet altijd een condoom gebruikt.;Jeugdgezondheidsmonitor Amsterdam - GGD Amsterdam ;;1 keer per jaar
5571;Welzijn en zorg;WzOKT_p;% Ouder Kind Team (0-18 jaar);Aandeel 0 tot 18-jarigen dat zelf of waarvan het huishouden wordt ondersteund door een Ouder en Kind Team bij opvoed- en opgroeivragen.;OJZ;jaarcijfer;1 keer per jaar
5581;Welzijn en zorg;WzSamen_p;% Samen Doen (gezinnen);Aandeel huishoudens dat wordt ondersteund door het Samen Doen Team bij complexe problemen op meerdere levensgebieden. ;OJZ;jaarcijfer;1 keer per jaar
5591;Welzijn en zorg;WzZIN_p;% Jeugdhulp, Zorg in Natura (0-18 jaar);Aandeel 0 tot 18-jarigen dat Jeugdhulp ontvangt als zorg in natura. ;OJZ;jaarcijfer;1 keer per jaar
5601;Welzijn en zorg;Wzkmish_i;Risicofactorenindex kindermishandeling;"De risicofactorenindex kindermishandeling zet de verwachte prevalentie van kindermishandeling af tegen het stedelijk gemiddelde. Het stedelijk gemiddelde is altijd 100. Een hogere index betekent dat er naar verwachting meer kindermishandeling in een gebied plaatsvindt. 

De index is gebaserd op de volgende risicofactoren: huishoudens met meer dan 3 kinderen, huishoudens met kinderen van 5 jaar of jonger, tienermoeders, stiefouders, eenoudergezinnen, opleidingsniveau en inkomensniveau. ";GGD Amsterdam;;1 keer per jaar
5611;Onderwijs;Ovveindi;VVE indicatie;"Aantal bewoners van 30 tot en met 47 maanden jaar met een indicatie voor Voor en Vroegschoolse Educatie (vve). NB: tot en met peiljaar 2014 bestond de doelgroep uit 30 tot en met 48 maanden.  

 Kinderen met een risico op taalachterstand krijgen een vve-indicatie. De GGD bepaalt dit aan de hand van het opleidingsniveau van de ouders en of een kind opgroeit in een taalarme omgeving. Voorschoolse educatie vindt plaats in peuterspeelzalen (psz) en kinderdagverblijven/kindercentra (kdv). Alleen gegevens van gebieden met meer dan 15 peuters worden weergegeven.";Elektronisch Loket VVE;1 december;1 keer per jaar
5621;Onderwijs;Ovvedeeln;Deelname VVE indicaties;"Aantal bewoners van 30 tot en met 47 maanden met een indicatie voor Voor en Vroegschoolse Educatie (vve) dat deelneemt aan vve.  NB: tot en met peiljaar 2014 bestond de doelgroep uit 30 tot en met 48 maanden.  

Voor- en vroegschoolse educatie (vve) heeft als doel onderwijsachterstanden bij jonge kinderen te voorkomen en waar nodig te bestrijden. Voorschoolse educatie vindt plaats in peuterspeelzalen (psz) en kinderdagverblijven/kindercentra (kdv). Alleen gegevens van gebieden met meer dan 15 peuters worden weergegeven.";Elektronisch Loket VVE;1 december;1 keer per jaar
5631;Onderwijs;Ovveindi_p;% VVE indicatie;"Aandeel  bewoners van 30 tot en met 47 maanden volgens het Elektronisch Loket VVE met een indicatie voor Voor en Vroegschoolse Educatie (vve). NB: tot en met peiljaar 2014 bestond de doelgroep uit 30 tot en met 48 maanden.  

Alleen gegevens van gebieden met meer dan 15 peuters worden weergegeven.";Elektronisch Loket VVE;1 december;1 keer per jaar
5641;Onderwijs;Ovvedeeln_p;% Deelname VVE indicaties;"Aandeel  bewoners van 30 tot en met 47 maanden met een indicatie voor Voor en Vroegschoolse Educatie (vve) dat deelneemt aan vve. NB: tot en met peiljaar 2014 bestond de doelgroep uit 30 tot en met 48 maanden.  

Voor- en vroegschoolse educatie (vve) heeft als doel onderwijsachterstanden bij jonge kinderen te voorkomen en waar nodig te bestrijden. Voorschoolse educatie is gericht op peuters van 2,5 tot 4 jaar en vindt plaats in peuterspeelzalen (psz) en kinderdagverblijven/kindercentra (kdv). Alleen gegevens van gebieden met meer dan 15 peuters worden weergegeven.";Elektronisch Loket VVE;1 december;1 keer per jaar
5651;Onderwijs;OschBAO;Scholen Basisonderwijs;Aantal scholen voor basisonderwijs (bao) naar gebied van de van hoofd- dan wel nevenvestiging . De adresgegevens komen direct uit BRIN (Basisregister Instellingen) en worden door scholen zelf opgegeven. De kwaliteit en actualiteit van de adresgegevens is daarom afhankelijk van wat aan DUO opgegeven wordt.;DUO;1 oktober;1 keer per jaar
5661;Onderwijs;OllBAO;Leerlingen Basisonderwijs;Aantal leerlingen op de scholen voor basisonderwijs (bao) naar gebied van de van hoofd- dan wel nevenvestiging . De adresgegevens komen direct uit BRIN (Basisregister Instellingen) en worden door scholen zelf opgegeven. De kwaliteit en actualiteit van de adresgegevens is daarom afhankelijk van wat aan DUO opgegeven wordt.;DUO;1 oktober;1 keer per jaar
5671;Onderwijs;OBAO_prog2015;Basisgeneratie prognose 2015;Prognose uit 2015 voor de omvang van de basisgeneratie op 1 januari. De basisgeneratie is het aantal kinderen in de basisschoolleeftijd en wordt berekend als het aantal kinderen van 4 tot en met 11 jaar en 30% van het aantal 12-jarigen. De basisgeneratie in toekomstige jaren wordt afgeleid uit de bevolkingsaantallen per leeftijd, die berekend zijn in de bevolkingsprognose.;OIS;1-Oct;eenmalig
5681;Onderwijs;OschSO;Scholen SO;"Aantal scholen Speciaal Onderwijs inclusief speciaal basisonderwijs (SBO).

Speciaal onderwijs bestaat uit 4 clusters:
Cluster 1: blinde, slechtziende kinderen 
Cluster 2: dove, slechthorende kinderen 
Cluster 3: gehandicapte en langdurig zieke kinderen 
Cluster 4: kinderen met stoornissen en gedragsproblemen.

Speciale basisscholen zijn bedoeld voor moeilijk lerende kinderen, kinderen met opvoedingsmoeilijkheden en alle andere kinderen die speciale ondersteuning en aandacht nodig hebben. 
 
";DUO;1 oktober;1 keer per jaar
5691;Onderwijs;OllSO;Leerlingen SO;"Leerlingen Speciaal Onderwijs incusief speciaal basisonderwijs (SBO) dat in het gebied naar school gaat .

Speciaal onderwijs bestaat uit 4 clusters:
Cluster 1: blinde, slechtziende kinderen 
Cluster 2: dove, slechthorende kinderen 
Cluster 3: gehandicapte en langdurig zieke kinderen 
Cluster 4: kinderen met stoornissen en gedragsproblemen.

Speciale basisscholen zijn bedoeld voor moeilijk lerende kinderen, kinderen met opvoedingsmoeilijkheden en alle andere kinderen die speciale ondersteuning en aandacht nodig hebben. ";DUO;1 oktober;1 keer per jaar
5701;Onderwijs;Ollgew_p;% Gewichtenleerlingen PO;"Aandeel leerlingen op de basisscholen (exclusief speciaal basisonderwijs) in het gebied met een leerlinggewicht uit de gewichtenregeling primair onderwijs. 
Of een leerling een gewicht toegekend krijgt, hangt af van het opleidingsniveau van de ouders. Kinderen krijgen geen gewicht toegekend als één of beide ouders minimaal drie jaar mavo (c- of d-niveau), of vmbo gemengde leerweg, of theoretische leerweg heeft genoten, of meer dan twee jaar havo of vwo gevolgd.";DUO;;1 keer per jaar
5711;Onderwijs;O_oplPO_p;% Leerlingen PO met hoogopgeleide ouders ;"Aandeel van de basisschoolleerlingen (exclusief speciaal basisonderwijs) die in het gebied wonen met minimaal een hoogopgeleide ouder (HBO of WO). 

Er worden aleen cijfers gepresenteerd over gebieden met minstens 100 leerlingen en minstens 20 hoogopgeleide ouders.";DUO / CBS / bewerking OIS;1  januari;1 keer per jaar
5721;Onderwijs;OaanbodBAO_r;Aanbod basisscholen (rapportcijfer);"Gemiddeld rapportcijfer dat bewoners geven als antwoord op de vraag: Wat vindt u van het aanbod van basisscholen in uw buurt? (1=ruim onvoldoende, 10= ruim voldoende).

Er wordt alleen gerapporteerd over gebieden met minstens 50 respondenten. ";Wonen in Amsterdam ;nvt;1 keer in de twee jaar in de oneven jaren
5731;Onderwijs;Ocitosch_gem;Citoscore (schooladres);"Gemiddelde CITO-eindtoetsscore van de deelnemende basisscholen in het gebied. Het gemiddelde van het gebied is een gewogen gemiddelde op basis van de gemiddelde Citoscore van de school en het aantal leerlingen dat aan de toets heeft meegedaan.   

De Cito score (standaardscore) geeft een indicatie van het best passende onderwijstype.
501-523: Basisberoepsgerichte leerweg
524-528: Basis- en kaderberoepsgerichte leerweg
529-536: Gemengde / theoretische leerweg
537-544: Havo
545-550: VWO";DUO;nvt;1 keer per jaar
